--------- beginning of events
12-19 10:38:16.068  1256 10046 I power_partial_wake_state: [REL,1,*telephony-sem-radio*:com.android.phone]
12-19 10:38:25.083  1256  1256 I notification_cancel: [10220,21312,com.google.android.gms,3,nearby_sharing,0,0,1088,8,NULL]
12-19 10:38:25.089  1256  1256 I notification_cancel: [10220,21312,com.google.android.gms,3,nearby_sharing,0,0,1088,8,NULL]
12-19 10:38:25.092  1256  8986 I power_partial_wake_state: [CHG,1,*telephony-sem-radio*:com.android.phone]
12-19 10:38:25.096  1256  9325 I power_partial_wake_state: [CHG,0,*telephony-radio*:com.android.phone]
12-19 10:38:25.096  1256  9325 I power_partial_wake_state: [CHG,4,*telephony-sem-radio*:com.android.phone]
12-19 10:38:25.098  1256  7205 I power_partial_wake_state: [REL,0,*telephony-sem-radio*:com.android.phone]
12-19 10:38:25.101  3635  3635 I wm_on_stop_called: [173969627,com.android.mms.ui.ConversationComposer,STOP_ACTIVITY_ITEM]
12-19 10:38:25.103  1256  9325 I power_partial_wake_state: [CHG,7,*telephony-radio*:com.android.phone]
12-19 10:38:25.103  1256  7205 I power_partial_wake_state: [REL,0,*telephony-radio*:com.android.phone]
12-19 10:38:25.124  1256  7205 I power_partial_wake_state: [REL,93,ActivityManager-Sleep:android]
12-19 10:38:25.273  1256  1303 I sysui_multi_action: [757,223,758,1]
12-19 10:38:25.320  6700  6700 I sysui_multi_action: [757,111,758,1]
12-19 10:38:25.321  6700  6700 I sysui_multi_action: [757,126,758,1,759,126,927,0,928,1,1593,0]
12-19 10:38:25.321  6700  6700 I sysui_multi_action: [757,5002,758,1,759,5002,927,1,928,1,1593,0]
12-19 10:38:25.321  6700  6700 I sysui_multi_action: [757,113,758,1,759,113,927,2,928,0,1593,0]
12-19 10:38:25.321  6700  6700 I sysui_multi_action: [757,123,758,1,759,123,927,3,928,0,1593,0]
12-19 10:38:25.321  6700  6700 I sysui_multi_action: [757,112,758,1,759,112,927,4,928,0,1593,0]
12-19 10:38:25.321  6700  6700 I sysui_multi_action: [757,119,758,1,759,119,927,5,928,0,1593,0]
12-19 10:38:25.325  1256  9325 I wm_set_keyguard_shown: [0,0,1,0,setKeyguardShown]
12-19 10:38:25.326  1256  9325 I wm_sleep_token: [0,1,keyguard]
12-19 10:38:25.348  6700  6700 I sysui_multi_action: [757,196,758,2,759,0]
12-19 10:38:25.348  6700  6700 I sysui_status_bar_state: [1,0,0,0,0,1]
12-19 10:38:25.363  1256  9325 I sysui_multi_action: [757,127,758,1]
12-19 10:38:25.363  1256  9325 I sysui_multi_action: [757,804,799,note_load,801,2,802,1]
12-19 10:38:25.363  1256  9325 I notification_panel_revealed: 2
12-19 10:38:25.368  1256  1362 I sysui_multi_action: [757,1696,758,6,759,1]
12-19 10:38:25.368  1256  1256 I sysui_multi_action: [757,198,758,2,759,3,1359,718,1695,2]
12-19 10:38:25.368  1256  1256 I power_screen_state: [0,3,0,0,718]
12-19 10:38:25.368  1256  1256 I screen_toggled: 0
12-19 10:38:25.368  1256  1256 I sysui_multi_action: [757,804,799,screen_timeout,801,30,802,1]
12-19 10:38:25.369  1256  1256 I sysui_multi_action: [757,1594,758,4,759,-2147483648,1359,41398]
12-19 10:38:25.369  1256  1256 I power_screen_broadcast_send: 1
12-19 10:38:25.373  1256  1303 I power_partial_wake_state: [REL,101,startDream:android]
12-19 10:38:25.395  1256  2298 I power_partial_wake_state: [REL,0,motion_service:android]
12-19 10:38:25.420  1256  1256 I battery_saving_stats: [0,1,0,41511,0,0,18233536,1605000,30]
12-19 10:38:25.421  1256  1256 I device_idle: [1,no activity]
12-19 10:38:25.422  1256  1256 I device_idle_light: [1,no activity]
12-19 10:38:25.422  1256  8986 I sysui_multi_action: [757,127,758,2]
12-19 10:38:25.422  1256  8986 I notification_panel_hidden: 
12-19 10:38:25.432  1256  1307 I input_focus: [Focus request 1f5b3c NotificationShade,reason=UpdateInputWindows]
12-19 10:38:25.446  1256  8986 I power_partial_wake_state: [REL,113,Scrims:com.android.systemui]
12-19 10:38:25.448  1256  2315 I input_focus: [Focus entering 1f5b3c NotificationShade (server),reason=Window became focusable. Previous reason: NOT_FOCUSABLE]
12-19 10:38:25.472  1256  8986 I power_partial_wake_state: [REL,161,Doze:com.android.systemui]
12-19 10:38:25.535  1256  9357 I power_partial_wake_state: [CHG,1,*telephony-sem-radio*:com.android.phone]
12-19 10:38:25.540  1256  9357 I power_partial_wake_state: [CHG,4,*telephony-sem-radio*:com.android.phone]
12-19 10:38:25.541  1256  9066 I power_partial_wake_state: [REL,0,*telephony-sem-radio*:com.android.phone]
12-19 10:38:25.560  1256  9066 I power_partial_wake_state: [REL,7,CallbackRunner:com.google.android.gms]
12-19 10:38:25.571  1256  1256 I power_screen_broadcast_done: [0,202,1]
12-19 10:38:37.718  1256  1328 I am_pss  : [13868,10222,com.google.android.googlequicksearchbox:search,57025536,45117440,596992,108142592,0,19,15]
12-19 10:38:43.475  1256  8986 I power_partial_wake_state: [CHG,1,*telephony-radio*:com.android.phone]
12-19 10:38:43.480  1256  9357 I power_partial_wake_state: [CHG,5,*telephony-radio*:com.android.phone]
12-19 10:38:43.495  1256  9357 I power_partial_wake_state: [REL,15,*telephony-radio*:com.android.phone]
12-19 10:39:05.547  1256  9066 I power_partial_wake_state: [CHG,2,*telephony-radio*:com.android.phone]
12-19 10:39:05.554  1256  7205 I power_partial_wake_state: [CHG,6,*telephony-radio*:com.android.phone]
12-19 10:39:05.560  1256  9066 I power_partial_wake_state: [REL,5,*telephony-radio*:com.android.phone]
12-19 10:40:10.665  1256  2230 I device_idle_light_step: 
12-19 10:40:10.666  1256  2230 I device_idle_light: [4,s:progression]
12-19 10:40:10.666  1256  2230 I device_idle_on_start: 
12-19 10:40:10.681  1256  1256 I power_partial_wake_state: [REL,40,*alarm*:android]
12-19 10:40:10.720  1256  2230 I device_idle_on_phase: net
12-19 10:40:10.721  1256  2230 I device_idle_on_complete: 
12-19 10:40:10.721  1256  2230 I power_partial_wake_state: [REL,55,deviceidle_going_idle:android]
12-19 10:40:10.723  1256  1256 I battery_saving_stats: [0,0,0,105304,0,0,26169086,660000,16]
12-19 10:40:10.728  1256  1304 I dvm_lock_sample: [system_server,1,android.ui,38,NetworkPolicyManagerService.java,6607,void com.android.server.net.NetworkPolicyManagerService$NetworkPolicyManagerInternalImpl.onTempPowerSaveWhitelistChange(int, boolean, int, java.lang.String),-,5051,void com.android.server.net.NetworkPolicyManagerService.lambda$handleDeviceIdleModeChangedUL$5(int),7]
12-19 10:40:16.831  1256  1333 I am_uid_idle: 10102
12-19 10:40:16.832  1256  1333 I am_uid_idle: 10044
12-19 10:40:16.832  1256  1333 I am_uid_idle: 10043
12-19 10:52:27.623  1256  2230 I device_idle_light_step: 
12-19 10:52:27.627  1256  8986 I power_partial_wake_state: [CHG,1,*telephony-radio*:com.android.phone]
12-19 10:52:27.634  1256  9325 I power_partial_wake_state: [CHG,7,*telephony-radio*:com.android.phone]
12-19 10:52:27.640  1256  9325 I power_partial_wake_state: [REL,1,*telephony-radio*:com.android.phone]
12-19 10:52:27.643  1256  2230 I device_idle_light: [6,s:maintenance]
12-19 10:52:27.643  1256  2230 I device_idle_off_start: unknown
12-19 10:52:27.644  1256  2230 I device_idle_off_phase: net
12-19 10:52:27.645  1256  1256 I power_partial_wake_state: [CHG,23,*alarm*:android]
12-19 10:52:27.646  1256  1256 I power_partial_wake_state: [CHG,2,*alarm*:android]
12-19 10:52:27.647  1256  2230 I device_idle_off_complete: 
12-19 10:52:27.647  1256  1256 I power_partial_wake_state: [REL,1,*alarm*:android]
12-19 10:52:27.672  1256  1256 I power_partial_wake_state: [REL,9,*job*/com.google.android.googlequicksearchbox/androidx.work.impl.background.systemjob.SystemJobService:android]
12-19 10:52:27.673  1256  1256 I battery_saving_stats: [0,0,1,736949,0,0,217881341,720000,11]
12-19 10:52:27.693  1256  9066 I power_partial_wake_state: [REL,7,*gms_scheduler*:internal:com.google.android.gms]
12-19 10:52:27.710  1256  1256 I notification_cancel: [10053,6700,com.android.systemui,2131428972,charging_state,-1,0,1088,8,NULL]
12-19 10:52:27.805  1256  7205 I power_partial_wake_state: [REL,19,WorkManager:TikTokListenableWorker startWork -> com.google.apps.tiktok.sync.impl.workmanager.SyncPeriodicWorker startWork() -> com.google.apps.tiktok.sync.impl.workmanager.SyncPeriodicWorker startWork() -> NoAccountWorkerFactory startWork():com.google.android.googlequicksearchbox]
12-19 10:52:27.957  1256  8986 I power_partial_wake_state: [REL,135,WorkManager:TikTokListenableWorker startWork -> com.google.apps.tiktok.sync.impl.workmanager.SyncPeriodicWorker startWork() -> com.google.apps.tiktok.sync.impl.workmanager.SyncPeriodicWorker startWork() -> NoAccountWorkerFactory startWork():com.google.android.googlequicksearchbox]
12-19 10:52:27.980  1256  8986 I power_partial_wake_state: [REL,317,*job*/com.google.android.googlequicksearchbox/androidx.work.impl.background.systemjob.SystemJobService:android]
12-19 10:52:30.539  1256  1328 I am_pss  : [13950,5023,com.samsung.android.networkdiagnostic,18416640,16064512,600064,57597952,0,19,19]
12-19 10:52:30.550  1256  1328 I am_pss  : [13866,10063,com.samsung.android.game.gos,13910016,12054528,641024,49664000,0,19,9]
12-19 10:52:32.683  1256  2230 I device_idle_light_step: 
12-19 10:52:32.690  1256  2230 I device_idle_light: [4,s:early]
12-19 10:52:32.692  1256  2230 I power_partial_wake_state: [REL,5069,deviceidle_maint:android]
12-19 10:52:32.693  1256  2230 I device_idle_on_start: 
12-19 10:52:32.741  1256  2230 I device_idle_on_phase: net
12-19 10:52:32.742  1256  2230 I device_idle_on_complete: 
12-19 10:52:32.743  1256  2230 I power_partial_wake_state: [REL,51,deviceidle_going_idle:android]
12-19 10:52:32.745  1256  1256 I battery_saving_stats: [0,0,0,5072,5000,0,26174158,665000,16]
12-19 10:52:43.826  8665  8696 I content_query_sample: cp_s: [CONTACT con(58) dat(108) acc({sim(2)=77}) calls([logtype:100 cnt:21, logtype:300 cnt:55]) Iso(CM) uId(0) ]
12-19 10:52:43.826  8665  8696 I content_query_sample: cp_s: [ agr({[2 ,2]=10, [2 ,2 ,2 ,2]=1, [2]=44, [2 ,2 ,2]=3}) ]
12-19 10:52:43.826  8665  8696 I content_query_sample: cp_s: [ cnt({acore(8665)=1}) ]
12-19 10:52:43.826  8665  8696 I content_query_sample: cp_s: [PROFILE ] [SAPROFILE ]
12-19 10:52:43.826  8665  8696 I content_query_sample: cp_s: [STATE R(F) ]
12-19 10:52:46.004 21312 14132 I gtalk_connection: 16783872
12-19 10:52:46.005  1256  7205 I power_partial_wake_state: [REL,11,GCM_WORK:com.google.android.gms]
12-19 10:52:46.485  1256  9357 I am_proc_died: [0,13950,com.samsung.android.networkdiagnostic,945,19,116,928]
12-19 10:52:46.486  1256  9357 I am_uid_stopped: 5023
12-19 10:52:51.009  1256  9357 I power_partial_wake_state: [REL,5007,GCM_CONN_ALARM:com.google.android.gms]
12-19 10:53:16.753  1256  9325 I power_partial_wake_state: [CHG,1,*telephony-radio*:com.android.phone]
12-19 10:53:16.758  1256  9325 I power_partial_wake_state: [CHG,5,*telephony-radio*:com.android.phone]
12-19 10:53:16.759  1256  9325 I power_partial_wake_state: [REL,1,*telephony-radio*:com.android.phone]
12-19 10:53:36.736  1256  1256 I device_idle: [0,motion]
12-19 10:53:36.737  1256  1256 I device_idle: [1,no activity]
12-19 10:59:45.631  1256  6545 I netstats_mobile_sample: [487069,4782,14523516,37659,487069,4782,14523516,37659,466261,4493,13749529,29836,1766138386077]
12-19 10:59:45.633  1256  6545 I netstats_wifi_sample: [4514327636,3653749,412267441,851684,4514327636,3653749,412267441,851684,4512351969,3644723,411680381,844254,1766138386077]
12-19 10:59:45.633  1256  6545 I power_partial_wake_state: [REL,23,NetworkStats:android]
12-19 10:59:45.640  1256  1256 I power_partial_wake_state: [CHG,34,*alarm*:android]
12-19 10:59:45.643  1256  1256 I power_partial_wake_state: [REL,3,*alarm*:android]
12-19 10:59:45.649  1256 10046 I power_partial_wake_state: [REL,3,*gms_scheduler*:internal:com.google.android.gms]
12-19 11:00:31.051  1256  1256 I device_idle: [0,motion]
12-19 11:00:31.051  1256  1256 I device_idle: [1,no activity]
12-19 11:02:41.015  1256  2316 I intercept_power: [ACTION_DOWN,0,1]
12-19 11:02:41.037  1256  2316 I intercept_power: [ACTION_UP,0,1]
12-19 11:02:41.037  1256  1256 I screen_toggled: 1
12-19 11:02:41.037  1256  2316 I power_partial_wake_state: [REL,14,PhoneWindowManager.mPowerKeyWakeLock:android]
12-19 11:02:41.040  1256  1362 I wm_sleep_token: [0,0,ScreenOff]
12-19 11:02:41.045  1256  1256 I power_screen_broadcast_send: 1
12-19 11:02:41.052  1256  1362 I sysui_multi_action: [757,1696,758,6,759,3]
12-19 11:02:41.055  1256  9325 I wm_set_keyguard_shown: [0,0,0,0,setKeyguardShown]
12-19 11:02:41.055  1256  9325 I wm_sleep_token: [0,0,keyguard]
12-19 11:02:41.065  6700  6700 I sysui_multi_action: [757,111,758,2]
12-19 11:02:41.071  1256  9325 I wm_set_resumed_activity: [0,com.samsung.android.messaging/com.android.mms.ui.ConversationComposer,resumeTopActivity]
12-19 11:02:41.073  6700  6700 I sysui_multi_action: [757,196,758,2,759,0]
12-19 11:02:41.073  6700  6700 I sysui_status_bar_state: [0,0,0,0,0,1]
12-19 11:02:41.078  1256  9325 I wm_resume_activity: [0,173969627,154,com.samsung.android.messaging/com.android.mms.ui.ConversationComposer]
12-19 11:02:41.079  1256  6770 I sysui_multi_action: [757,127,758,1]
12-19 11:02:41.079  1256  6770 I sysui_multi_action: [757,804,799,note_load,801,2,802,1]
12-19 11:02:41.079  1256  6770 I notification_panel_revealed: 2
12-19 11:02:41.085  1256  9289 I power_partial_wake_state: [REL,2,CallbackRunner:com.google.android.gms]
12-19 11:02:41.095  1256  6770 I dvm_lock_sample: [system_server,1,binder:1256_7,11,ActivityTaskManagerService.java,7264,android.content.res.CompatibilityInfo com.android.server.wm.ActivityTaskManagerService$LocalService.compatibilityInfoForPackage(android.content.pm.ApplicationInfo),,0,null,2]
12-19 11:02:41.101  1256  1256 I power_partial_wake_state: [REL,18,*alarm*:android]
12-19 11:02:41.101  1256  1306 I am_uid_active: 10102
12-19 11:02:41.110  1256  2310 I power_partial_wake_state: [CHG,0,*telephony-sem-radio*:com.android.phone]
12-19 11:02:41.111  1256  2310 I power_partial_wake_state: [CHG,0,*telephony-radio*:com.android.phone]
12-19 11:02:41.122  3635  3635 I wm_on_restart_called: [173969627,com.android.mms.ui.ConversationComposer,performRestartActivity]
12-19 11:02:41.124  3635  3635 I wm_on_start_called: [173969627,com.android.mms.ui.ConversationComposer,handleStartActivity]
12-19 11:02:41.128  1256  9325 I power_partial_wake_state: [CHG,18,*telephony-sem-radio*:com.android.phone]
12-19 11:02:41.128  1256  9379 I power_partial_wake_state: [REL,0,*telephony-sem-radio*:com.android.phone]
12-19 11:02:41.130  1256  9325 I power_partial_wake_state: [CHG,19,*telephony-radio*:com.android.phone]
12-19 11:02:41.137  1256  1307 I input_focus: [Requesting to set focus to null window,reason=UpdateInputWindows]
12-19 11:02:41.153  1256  2315 I input_focus: [Focus leaving 1f5b3c NotificationShade (server),reason=NOT_FOCUSABLE]
12-19 11:02:41.154  3635  3635 I wm_on_resume_called: [173969627,com.android.mms.ui.ConversationComposer,RESUME_ACTIVITY]
12-19 11:02:41.154  1256  6770 I power_partial_wake_state: [CHG,24,*telephony-radio*:com.android.phone]
12-19 11:02:41.155  3635  3635 I wm_on_top_resumed_gained_called: [173969627,com.android.mms.ui.ConversationComposer,topWhenResuming]
12-19 11:02:41.159  1256  6770 I power_partial_wake_state: [CHG,5,*telephony-radio*:com.android.phone]
12-19 11:02:41.162  1256  1307 I input_focus: [Focus request 6de4449 com.samsung.android.messaging/com.android.mms.ui.ConversationComposer,reason=UpdateInputWindows]
12-19 11:02:41.166  1256  9325 I power_partial_wake_state: [REL,47,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation:com.google.android.gms]
12-19 11:02:41.192  1256  1362 I sysui_latency: [5,167]
12-19 11:02:41.195  7013  8218 I dvm_lock_sample: [com.android.phone,0,NetworkService,16,RIL.java,5546,void com.android.internal.telephony.RIL.acquireWakeLock(com.android.internal.telephony.RILRequest, int),-,5577,void com.android.internal.telephony.RIL.acquireWakeLock(com.android.internal.telephony.RILRequest, int),3]
12-19 11:02:41.209  1256  9325 I power_partial_wake_state: [REL,71,IntentOp:com.google.android.gms/.chimera.GmsIntentOperationService:com.google.android.gms]
12-19 11:02:41.210  1256 10026 I power_partial_wake_state: [CHG,50,*telephony-radio*:com.android.phone]
12-19 11:02:41.218  1256  1256 I notification_cancel: [10220,21312,com.google.android.gms,3,nearby_sharing,0,0,1088,8,NULL]
12-19 11:02:41.218  1256  1256 I notification_cancel: [10220,21312,com.google.android.gms,3,nearby_sharing,0,0,1088,8,NULL]
12-19 11:02:41.220  1256  7205 I sysui_multi_action: [757,127,758,2]
12-19 11:02:41.220  1256  1256 I battery_saving_stats: [0,0,1,608475,0,0,218489816,720000,11]
12-19 11:02:41.220  1256  7205 I notification_panel_hidden: 
12-19 11:02:41.221  1256  1256 I sysui_multi_action: [757,198,758,1,759,1,1359,208,1694,1]
12-19 11:02:41.221  1256  1256 I power_screen_state: [1,0,0,0,208]
12-19 11:02:41.221  1256  1256 I notification_cancel: [10053,6700,com.android.systemui,2131428972,charging_state,-1,0,1088,8,NULL]
12-19 11:02:41.231  1256  7205 I power_partial_wake_state: [REL,39,IntentOp:.personalsafety.psa.UserPresentIntentOperation:com.google.android.gms]
12-19 11:02:41.247  1256  2298 I power_partial_wake_state: [REL,0,motion_service:android]
12-19 11:02:41.249  1256  2315 I input_focus: [Focus entering 6de4449 com.samsung.android.messaging/com.android.mms.ui.ConversationComposer (server),reason=Window became focusable. Previous reason: NO_WINDOW]
12-19 11:02:41.279  1256 10044 I power_partial_wake_state: [CHG,69,*telephony-radio*:com.android.phone]
12-19 11:02:41.282  1256  1303 I sysui_multi_action: [757,223,758,2]
12-19 11:02:41.282  1256  1303 I sysui_multi_action: [757,804,799,dozing_minutes,801,24,802,1]
12-19 11:02:41.283  1256 10044 I power_partial_wake_state: [REL,4,*telephony-radio*:com.android.phone]
12-19 11:02:41.293  1256  1256 I device_idle: [0,screen]
12-19 11:02:41.293  1256  1256 I device_idle_light: [0,screen]
12-19 11:02:41.293  1256  2230 I device_idle_off_start: screen
12-19 11:02:41.294  1256  2230 I device_idle_off_phase: net
12-19 11:02:41.307  1256  1342 I dvm_lock_sample: [system_server,0,batterystats-handler,95,BatteryStatsService.java,1116,void com.android.server.am.BatteryStatsService.lambda$noteChangeWakelockFromSource$25(android.os.WorkSource, int, java.lang.String, java.lang.String, int, android.os.WorkSource, int, java.lang.String, java.lang.String, int, boolean, long, long),BatteryExternalStatsWorker.java,747,void com.android.server.am.BatteryExternalStatsWorker.updateExternalStatsLocked(java.lang.String, int, boolean, boolean, int, int[], boolean),19]
12-19 11:02:41.314  1256  2230 I device_idle_off_complete: 
12-19 11:02:41.318  1256  1256 I battery_saving_stats: [0,1,1,99,0,0,3871,0,0]
12-19 11:02:41.330  3635  3635 I wm_on_idle_called: {com.samsung.android.messaging/com.android.mms.ui.ConversationComposer}
12-19 11:02:41.330  1256  2310 I wm_idle_activity: [0,173969627,com.samsung.android.messaging/com.android.mms.ui.ConversationComposer]
12-19 11:02:41.332  7013  7013 I service_manager_slow: [14,carrier_config]
12-19 11:02:41.344  1256  9325 I power_partial_wake_state: [REL,10,*gms_scheduler*:internal:com.google.android.gms]
12-19 11:02:41.402  1256 10026 I power_partial_wake_state: [CHG,3,*telephony-sem-radio*:com.android.phone]
12-19 11:02:41.414  1256  2310 I power_partial_wake_state: [REL,103,Doze:com.android.systemui]
12-19 11:02:41.416  1256  9325 I power_partial_wake_state: [CHG,14,*telephony-sem-radio*:com.android.phone]
12-19 11:02:41.421  1256 10044 I power_partial_wake_state: [REL,5,*telephony-sem-radio*:com.android.phone]
12-19 11:02:41.431  1256 10026 I power_partial_wake_state: [REL,37,CallbackRunner:com.google.android.gms]
12-19 11:02:41.432  1256  1256 I power_screen_broadcast_done: [1,387,1]
12-19 11:02:41.434  1256  2300 I power_partial_wake_state: [CHG,0,*telephony-sem-radio*:com.android.phone]
12-19 11:02:41.440  1256  9325 I power_partial_wake_state: [CHG,6,*telephony-sem-radio*:com.android.phone]
12-19 11:02:41.441  1256  9325 I power_partial_wake_state: [REL,1,*telephony-sem-radio*:com.android.phone]
12-19 11:02:41.442  1256  2300 I power_partial_wake_state: [CHG,0,*telephony-sem-radio*:com.android.phone]
12-19 11:02:41.450  1256  9325 I power_partial_wake_state: [CHG,7,*telephony-sem-radio*:com.android.phone]
12-19 11:02:41.451  1256  9325 I power_partial_wake_state: [REL,1,*telephony-sem-radio*:com.android.phone]
12-19 11:02:41.457  1256  9325 I power_partial_wake_state: [REL,302,RILJ_ACK_WL:com.android.phone]
12-19 11:02:41.476  1256  2300 I power_partial_wake_state: [CHG,1,*telephony-sem-radio*:com.android.phone]
12-19 11:02:41.497  1256  2310 I power_partial_wake_state: [CHG,21,*telephony-sem-radio*:com.android.phone]
12-19 11:02:41.498  1256  2310 I power_partial_wake_state: [REL,1,*telephony-sem-radio*:com.android.phone]
12-19 11:02:41.711  1256  2310 I power_partial_wake_state: [REL,202,RILJ_ACK_WL:com.android.phone]
12-19 11:02:43.501  1256  2310 I power_partial_wake_state: [CHG,1,*telephony-radio*:com.android.phone]
12-19 11:02:43.534  1256 10026 I power_partial_wake_state: [CHG,33,*telephony-radio*:com.android.phone]
12-19 11:02:43.535  1256 10026 I power_partial_wake_state: [REL,0,*telephony-radio*:com.android.phone]
12-19 11:02:43.714  1256 10026 I power_partial_wake_state: [REL,260,RILJ_ACK_WL:com.android.phone]
12-19 11:02:45.182   442   442 I liblog  : 16
12-19 11:02:45.250  1256  1333 I am_uid_running: 10135
12-19 11:02:45.265  1256  1334 I am_proc_start: [0,14215,10135,com.samsung.android.fast,broadcast,{com.samsung.android.fast/com.samsung.android.fast.common.SecureWifiReceiver}]
12-19 11:02:45.310  1256  7205 I am_proc_bound: [0,14215,com.samsung.android.fast]
12-19 11:02:45.446  1256  2249 I commit_sys_config_file: [settings-4-0,16]
12-19 11:02:45.538  1256  6549 I service_manager_stats: [100,107,293592]
12-19 11:02:45.773  1256  6569 I netstats_mobile_sample: [487690,4788,14538820,37680,487690,4788,14538820,37680,466882,4499,13764833,29857,1766138566220]
12-19 11:02:45.774  1256  6569 I netstats_wifi_sample: [4514327636,3653749,412267441,851684,4514327636,3653749,412267441,851684,4512351969,3644723,411680381,844254,1766138566220]
12-19 11:02:45.774  1256  6569 I power_partial_wake_state: [REL,12,NetworkStats:android]
12-19 11:02:45.809  1256  6569 I netstats_mobile_sample: [487690,4788,14538820,37680,487690,4788,14538820,37680,466882,4499,13764833,29857,1766138566256]
12-19 11:02:45.809  1256  6569 I netstats_wifi_sample: [4514327636,3653749,412267576,851686,4514327636,3653749,412267576,851686,4512351969,3644723,411680516,844256,1766138566256]
12-19 11:02:45.809  1256  6569 I power_partial_wake_state: [REL,5,NetworkStats:android]
12-19 11:02:45.817  1256  1334 I am_proc_start: [0,14260,1000,com.sec.android.CcInfo,broadcast,{com.sec.android.CcInfo/com.sec.android.CcInfo.WifiConnectionReceiver}]
12-19 11:02:45.830  1256 10046 I power_partial_wake_state: [CHG,1,*telephony-radio*:com.android.phone]
12-19 11:02:45.833  1256  6770 I power_partial_wake_state: [CHG,3,*telephony-radio*:com.android.phone]
12-19 11:02:45.834  1256  6770 I power_partial_wake_state: [REL,0,*telephony-radio*:com.android.phone]
12-19 11:02:45.854  1256  9325 I power_partial_wake_state: [REL,19,GCM_WORK:com.google.android.gms]
12-19 11:02:45.858  1256 10046 I am_proc_bound: [0,14260,com.sec.android.CcInfo]
12-19 11:02:45.865  1256  9325 I power_partial_wake_state: [REL,1,GCM_WORK:com.google.android.gms]
